detector,window_seconds,case,family,expected,highest_firing_threshold
TcpPortScanDetector,10.0,availability_ping_90,flood,0,
TcpPortScanDetector,10.0,traceroute_burst_30,flood,0,
TcpPortScanDetector,10.0,ssh_brute_slow_8,credentials,0,
TcpPortScanDetector,10.0,ssh_brute_fast_40,credentials,0,
TcpPortScanDetector,10.0,http_brute_slow_12,credentials,0,
TcpPortScanDetector,10.0,http_brute_fast_60,credentials,0,
TcpPortScanDetector,10.0,config_mgmt_ssh_14,credentials,0,
TcpPortScanDetector,10.0,ci_runner_ssh_6,credentials,0,
TcpPortScanDetector,10.0,sso_portal_18,credentials,0,
TcpPortScanDetector,10.0,arp_spoof_light_6,arp,0,
TcpPortScanDetector,10.0,arp_spoof_heavy_30,arp,0,
TcpPortScanDetector,10.0,arp_housekeeping_9,arp,0,
TcpPortScanDetector,10.0,beacon_5s_30,beaconing,0,
TcpPortScanDetector,10.0,beacon_30s_18_jittered,beaconing,0,
TcpPortScanDetector,10.0,beacon_60s_20,beaconing,0,
TcpPortScanDetector,10.0,telemetry_agent_60s_20,beaconing,0,
TcpPortScanDetector,10.0,healthcheck_poll_10s_40,beaconing,0,
TcpPortScanDetector,10.0,human_browsing_burst,beaconing,0,
TcpPortScanDetector,10.0,dns_tunnel_30q,dns,0,
TcpPortScanDetector,10.0,dns_tunnel_120q,dns,0,
TcpPortScanDetector,10.0,cdn_cache_keys_60q,dns,0,
TcpPortScanDetector,10.0,reputation_lookups_80q,dns,0,
TcpPortScanDetector,10.0,resolver_busy_300q,dns,0,
TcpPortScanDetector,10.0,exfil_30mb,exfiltration,0,
TcpPortScanDetector,10.0,exfil_120mb,exfiltration,0,
TcpPortScanDetector,10.0,lateral_smb_15,exfiltration,0,
TcpPortScanDetector,10.0,lateral_smb_40,exfiltration,0,
TcpPortScanDetector,10.0,backup_upload_60mb,exfiltration,0,
TcpPortScanDetector,10.0,video_call_25mb,exfiltration,0,
TcpPortScanDetector,10.0,snmp_poll_18_hosts,exfiltration,0,
TcpPortScanDetector,10.0,fileserver_clients_30,exfiltration,0,
TcpPortScanDetector,10.0,backdoor_port_4444,baseline,0,
TcpPortScanDetector,10.0,irc_client_6667,baseline,0,
TcpPortScanDetector,10.0,ordinary_traffic,baseline,0,
TcpPortScanDetector,30.0,scan_stealth_12ports,recon,1,5
TcpPortScanDetector,30.0,scan_moderate_25ports,recon,1,25
TcpPortScanDetector,30.0,scan_aggressive_60ports,recon,1,60
TcpPortScanDetector,30.0,scan_ack_25ports,recon,1,25
TcpPortScanDetector,30.0,lb_backend_probe_10ports,recon,0,8
TcpPortScanDetector,30.0,service_inventory_14ports,recon,0,5
TcpPortScanDetector,30.0,browser_session_4ports,recon,0,
TcpPortScanDetector,30.0,syn_flood_moderate,flood,0,
TcpPortScanDetector,30.0,syn_flood_heavy,flood,0,
TcpPortScanDetector,30.0,udp_flood_moderate,flood,0,
TcpPortScanDetector,30.0,udp_flood_heavy,flood,0,
TcpPortScanDetector,30.0,icmp_flood_moderate,flood,0,
TcpPortScanDetector,30.0,icmp_flood_heavy,flood,0,
TcpPortScanDetector,30.0,busy_web_server_300,flood,0,
TcpPortScanDetector,30.0,voip_stream_400,flood,0,
TcpPortScanDetector,30.0,availability_ping_90,flood,0,
TcpPortScanDetector,30.0,traceroute_burst_30,flood,0,
TcpPortScanDetector,30.0,ssh_brute_slow_8,credentials,0,
TcpPortScanDetector,30.0,ssh_brute_fast_40,credentials,0,
TcpPortScanDetector,30.0,http_brute_slow_12,credentials,0,
TcpPortScanDetector,30.0,http_brute_fast_60,credentials,0,
TcpPortScanDetector,30.0,config_mgmt_ssh_14,credentials,0,
TcpPortScanDetector,30.0,ci_runner_ssh_6,credentials,0,
TcpPortScanDetector,30.0,sso_portal_18,credentials,0,
TcpPortScanDetector,30.0,arp_spoof_light_6,arp,0,
TcpPortScanDetector,30.0,arp_spoof_heavy_30,arp,0,
TcpPortScanDetector,30.0,arp_housekeeping_9,arp,0,
TcpPortScanDetector,30.0,beacon_5s_30,beaconing,0,
TcpPortScanDetector,30.0,beacon_30s_18_jittered,beaconing,0,
TcpPortScanDetector,30.0,beacon_60s_20,beaconing,0,
TcpPortScanDetector,30.0,telemetry_agent_60s_20,beaconing,0,
TcpPortScanDetector,30.0,healthcheck_poll_10s_40,beaconing,0,
TcpPortScanDetector,30.0,human_browsing_burst,beaconing,0,
TcpPortScanDetector,30.0,dns_tunnel_30q,dns,0,
TcpPortScanDetector,30.0,dns_tunnel_120q,dns,0,
TcpPortScanDetector,30.0,cdn_cache_keys_60q,dns,0,
TcpPortScanDetector,30.0,reputation_lookups_80q,dns,0,
TcpPortScanDetector,30.0,resolver_busy_300q,dns,0,
TcpPortScanDetector,30.0,exfil_30mb,exfiltration,0,
TcpPortScanDetector,30.0,exfil_120mb,exfiltration,0,
TcpPortScanDetector,30.0,lateral_smb_15,exfiltration,0,
TcpPortScanDetector,30.0,lateral_smb_40,exfiltration,0,
TcpPortScanDetector,30.0,backup_upload_60mb,exfiltration,0,
TcpPortScanDetector,30.0,video_call_25mb,exfiltration,0,
TcpPortScanDetector,30.0,snmp_poll_18_hosts,exfiltration,0,
TcpPortScanDetector,30.0,fileserver_clients_30,exfiltration,0,
TcpPortScanDetector,30.0,backdoor_port_4444,baseline,0,
TcpPortScanDetector,30.0,irc_client_6667,baseline,0,
TcpPortScanDetector,30.0,ordinary_traffic,baseline,0,
TcpPortScanDetector,60.0,scan_stealth_12ports,recon,1,8
TcpPortScanDetector,60.0,scan_moderate_25ports,recon,1,25
TcpPortScanDetector,60.0,scan_aggressive_60ports,recon,1,60
TcpPortScanDetector,60.0,scan_ack_25ports,recon,1,25
TcpPortScanDetector,60.0,lb_backend_probe_10ports,recon,0,10
TcpPortScanDetector,60.0,service_inventory_14ports,recon,0,10
TcpPortScanDetector,60.0,browser_session_4ports,recon,0,
TcpPortScanDetector,60.0,syn_flood_moderate,flood,0,
TcpPortScanDetector,60.0,syn_flood_heavy,flood,0,
TcpPortScanDetector,60.0,udp_flood_moderate,flood,0,
TcpPortScanDetector,60.0,udp_flood_heavy,flood,0,
TcpPortScanDetector,60.0,icmp_flood_moderate,flood,0,
TcpPortScanDetector,60.0,icmp_flood_heavy,flood,0,
TcpPortScanDetector,60.0,busy_web_server_300,flood,0,
TcpPortScanDetector,60.0,voip_stream_400,flood,0,
TcpPortScanDetector,60.0,availability_ping_90,flood,0,
TcpPortScanDetector,60.0,traceroute_burst_30,flood,0,
TcpPortScanDetector,60.0,ssh_brute_slow_8,credentials,0,
TcpPortScanDetector,60.0,ssh_brute_fast_40,credentials,0,
TcpPortScanDetector,60.0,http_brute_slow_12,credentials,0,
TcpPortScanDetector,60.0,http_brute_fast_60,credentials,0,
TcpPortScanDetector,60.0,config_mgmt_ssh_14,credentials,0,
TcpPortScanDetector,60.0,ci_runner_ssh_6,credentials,0,
TcpPortScanDetector,60.0,sso_portal_18,credentials,0,
TcpPortScanDetector,60.0,arp_spoof_light_6,arp,0,
TcpPortScanDetector,60.0,arp_spoof_heavy_30,arp,0,
TcpPortScanDetector,60.0,arp_housekeeping_9,arp,0,
TcpPortScanDetector,60.0,beacon_5s_30,beaconing,0,
TcpPortScanDetector,60.0,beacon_30s_18_jittered,beaconing,0,
TcpPortScanDetector,60.0,beacon_60s_20,beaconing,0,
TcpPortScanDetector,60.0,telemetry_agent_60s_20,beaconing,0,
TcpPortScanDetector,60.0,healthcheck_poll_10s_40,beaconing,0,
TcpPortScanDetector,60.0,human_browsing_burst,beaconing,0,
TcpPortScanDetector,60.0,dns_tunnel_30q,dns,0,
TcpPortScanDetector,60.0,dns_tunnel_120q,dns,0,
TcpPortScanDetector,60.0,cdn_cache_keys_60q,dns,0,
TcpPortScanDetector,60.0,reputation_lookups_80q,dns,0,
TcpPortScanDetector,60.0,resolver_busy_300q,dns,0,
TcpPortScanDetector,60.0,exfil_30mb,exfiltration,0,
TcpPortScanDetector,60.0,exfil_120mb,exfiltration,0,
TcpPortScanDetector,60.0,lateral_smb_15,exfiltration,0,
TcpPortScanDetector,60.0,lateral_smb_40,exfiltration,0,
TcpPortScanDetector,60.0,backup_upload_60mb,exfiltration,0,
TcpPortScanDetector,60.0,video_call_25mb,exfiltration,0,
TcpPortScanDetector,60.0,snmp_poll_18_hosts,exfiltration,0,
TcpPortScanDetector,60.0,fileserver_clients_30,exfiltration,0,
TcpPortScanDetector,60.0,backdoor_port_4444,baseline,0,
TcpPortScanDetector,60.0,irc_client_6667,baseline,0,
TcpPortScanDetector,60.0,ordinary_traffic,baseline,0,
TcpPortScanDetector,300.0,scan_stealth_12ports,recon,1,12
TcpPortScanDetector,300.0,scan_moderate_25ports,recon,1,25
TcpPortScanDetector,300.0,scan_aggressive_60ports,recon,1,60
TcpPortScanDetector,300.0,scan_ack_25ports,recon,1,25
TcpPortScanDetector,300.0,lb_backend_probe_10ports,recon,0,10
TcpPortScanDetector,300.0,service_inventory_14ports,recon,0,12
TcpPortScanDetector,300.0,browser_session_4ports,recon,0,
TcpPortScanDetector,300.0,syn_flood_moderate,flood,0,
TcpPortScanDetector,300.0,syn_flood_heavy,flood,0,
TcpPortScanDetector,300.0,udp_flood_moderate,flood,0,
TcpPortScanDetector,300.0,udp_flood_heavy,flood,0,
TcpPortScanDetector,300.0,icmp_flood_moderate,flood,0,
TcpPortScanDetector,300.0,icmp_flood_heavy,flood,0,
TcpPortScanDetector,300.0,busy_web_server_300,flood,0,
TcpPortScanDetector,300.0,voip_stream_400,flood,0,
TcpPortScanDetector,300.0,availability_ping_90,flood,0,
TcpPortScanDetector,300.0,traceroute_burst_30,flood,0,
TcpPortScanDetector,300.0,ssh_brute_slow_8,credentials,0,
TcpPortScanDetector,300.0,ssh_brute_fast_40,credentials,0,
TcpPortScanDetector,300.0,http_brute_slow_12,credentials,0,
TcpPortScanDetector,300.0,http_brute_fast_60,credentials,0,
TcpPortScanDetector,300.0,config_mgmt_ssh_14,credentials,0,
TcpPortScanDetector,300.0,ci_runner_ssh_6,credentials,0,
TcpPortScanDetector,300.0,sso_portal_18,credentials,0,
TcpPortScanDetector,300.0,arp_spoof_light_6,arp,0,
TcpPortScanDetector,300.0,arp_spoof_heavy_30,arp,0,
TcpPortScanDetector,300.0,arp_housekeeping_9,arp,0,
TcpPortScanDetector,300.0,beacon_5s_30,beaconing,0,
TcpPortScanDetector,300.0,beacon_30s_18_jittered,beaconing,0,
TcpPortScanDetector,300.0,beacon_60s_20,beaconing,0,
TcpPortScanDetector,300.0,telemetry_agent_60s_20,beaconing,0,
TcpPortScanDetector,300.0,healthcheck_poll_10s_40,beaconing,0,
TcpPortScanDetector,300.0,human_browsing_burst,beaconing,0,
TcpPortScanDetector,300.0,dns_tunnel_30q,dns,0,
TcpPortScanDetector,300.0,dns_tunnel_120q,dns,0,
TcpPortScanDetector,300.0,cdn_cache_keys_60q,dns,0,
TcpPortScanDetector,300.0,reputation_lookups_80q,dns,0,
TcpPortScanDetector,300.0,resolver_busy_300q,dns,0,
TcpPortScanDetector,300.0,exfil_30mb,exfiltration,0,
TcpPortScanDetector,300.0,exfil_120mb,exfiltration,0,
TcpPortScanDetector,300.0,lateral_smb_15,exfiltration,0,
TcpPortScanDetector,300.0,lateral_smb_40,exfiltration,0,
TcpPortScanDetector,300.0,backup_upload_60mb,exfiltration,0,
TcpPortScanDetector,300.0,video_call_25mb,exfiltration,0,
TcpPortScanDetector,300.0,snmp_poll_18_hosts,exfiltration,0,
TcpPortScanDetector,300.0,fileserver_clients_30,exfiltration,0,
TcpPortScanDetector,300.0,backdoor_port_4444,baseline,0,
TcpPortScanDetector,300.0,irc_client_6667,baseline,0,
TcpPortScanDetector,300.0,ordinary_traffic,baseline,0,
TcpPortScanDetector,3600.0,scan_stealth_12ports,recon,1,12
TcpPortScanDetector,3600.0,scan_moderate_25ports,recon,1,25
TcpPortScanDetector,3600.0,scan_aggressive_60ports,recon,1,60
TcpPortScanDetector,3600.0,scan_ack_25ports,recon,1,25
TcpPortScanDetector,3600.0,lb_backend_probe_10ports,recon,0,10
TcpPortScanDetector,3600.0,service_inventory_14ports,recon,0,12
TcpPortScanDetector,3600.0,browser_session_4ports,recon,0,
TcpPortScanDetector,3600.0,syn_flood_moderate,flood,0,
TcpPortScanDetector,3600.0,syn_flood_heavy,flood,0,
TcpPortScanDetector,3600.0,udp_flood_moderate,flood,0,
TcpPortScanDetector,3600.0,udp_flood_heavy,flood,0,
TcpPortScanDetector,3600.0,icmp_flood_moderate,flood,0,
TcpPortScanDetector,3600.0,icmp_flood_heavy,flood,0,
TcpPortScanDetector,3600.0,busy_web_server_300,flood,0,
TcpPortScanDetector,3600.0,voip_stream_400,flood,0,
TcpPortScanDetector,3600.0,availability_ping_90,flood,0,
TcpPortScanDetector,3600.0,traceroute_burst_30,flood,0,
TcpPortScanDetector,3600.0,ssh_brute_slow_8,credentials,0,
TcpPortScanDetector,3600.0,ssh_brute_fast_40,credentials,0,
TcpPortScanDetector,3600.0,http_brute_slow_12,credentials,0,
TcpPortScanDetector,3600.0,http_brute_fast_60,credentials,0,
TcpPortScanDetector,3600.0,config_mgmt_ssh_14,credentials,0,
TcpPortScanDetector,3600.0,ci_runner_ssh_6,credentials,0,
TcpPortScanDetector,3600.0,sso_portal_18,credentials,0,
TcpPortScanDetector,3600.0,arp_spoof_light_6,arp,0,
TcpPortScanDetector,3600.0,arp_spoof_heavy_30,arp,0,
TcpPortScanDetector,3600.0,arp_housekeeping_9,arp,0,
TcpPortScanDetector,3600.0,beacon_5s_30,beaconing,0,
TcpPortScanDetector,3600.0,beacon_30s_18_jittered,beaconing,0,
TcpPortScanDetector,3600.0,beacon_60s_20,beaconing,0,
TcpPortScanDetector,3600.0,telemetry_agent_60s_20,beaconing,0,
TcpPortScanDetector,3600.0,healthcheck_poll_10s_40,beaconing,0,
TcpPortScanDetector,3600.0,human_browsing_burst,beaconing,0,
TcpPortScanDetector,3600.0,dns_tunnel_30q,dns,0,
TcpPortScanDetector,3600.0,dns_tunnel_120q,dns,0,
TcpPortScanDetector,3600.0,cdn_cache_keys_60q,dns,0,
TcpPortScanDetector,3600.0,reputation_lookups_80q,dns,0,
TcpPortScanDetector,3600.0,resolver_busy_300q,dns,0,
TcpPortScanDetector,3600.0,exfil_30mb,exfiltration,0,
TcpPortScanDetector,3600.0,exfil_120mb,exfiltration,0,
TcpPortScanDetector,3600.0,lateral_smb_15,exfiltration,0,
TcpPortScanDetector,3600.0,lateral_smb_40,exfiltration,0,
TcpPortScanDetector,3600.0,backup_upload_60mb,exfiltration,0,
TcpPortScanDetector,3600.0,video_call_25mb,exfiltration,0,
TcpPortScanDetector,3600.0,snmp_poll_18_hosts,exfiltration,0,
TcpPortScanDetector,3600.0,fileserver_clients_30,exfiltration,0,
TcpPortScanDetector,3600.0,backdoor_port_4444,baseline,0,
TcpPortScanDetector,3600.0,irc_client_6667,baseline,0,
TcpPortScanDetector,3600.0,ordinary_traffic,baseline,0,
UdpFloodDetector,1.0,scan_stealth_12ports,recon,0,
UdpFloodDetector,1.0,scan_moderate_25ports,recon,0,
UdpFloodDetector,1.0,scan_aggressive_60ports,recon,0,
UdpFloodDetector,1.0,scan_ack_25ports,recon,0,
UdpFloodDetector,1.0,lb_backend_probe_10ports,recon,0,
UdpFloodDetector,1.0,service_inventory_14ports,recon,0,
UdpFloodDetector,1.0,browser_session_4ports,recon,0,
UdpFloodDetector,1.0,syn_flood_moderate,flood,0,
UdpFloodDetector,1.0,syn_flood_heavy,flood,0,
UdpFloodDetector,1.0,udp_flood_moderate,flood,1,50
UdpFloodDetector,1.0,udp_flood_heavy,flood,1,400
UdpFloodDetector,1.0,icmp_flood_moderate,flood,0,
UdpFloodDetector,1.0,icmp_flood_heavy,flood,0,
UdpFloodDetector,1.0,busy_web_server_300,flood,0,
UdpFloodDetector,1.0,voip_stream_400,flood,0,
UdpFloodDetector,1.0,availability_ping_90,flood,0,
UdpFloodDetector,1.0,traceroute_burst_30,flood,0,
UdpFloodDetector,1.0,ssh_brute_slow_8,credentials,0,
UdpFloodDetector,1.0,ssh_brute_fast_40,credentials,0,
UdpFloodDetector,1.0,http_brute_slow_12,credentials,0,
UdpFloodDetector,1.0,http_brute_fast_60,credentials,0,
UdpFloodDetector,1.0,config_mgmt_ssh_14,credentials,0,
UdpFloodDetector,1.0,ci_runner_ssh_6,credentials,0,
UdpFloodDetector,1.0,sso_portal_18,credentials,0,
UdpFloodDetector,1.0,arp_spoof_light_6,arp,0,
UdpFloodDetector,1.0,arp_spoof_heavy_30,arp,0,
UdpFloodDetector,1.0,arp_housekeeping_9,arp,0,
UdpFloodDetector,1.0,beacon_5s_30,beaconing,0,
UdpFloodDetector,1.0,beacon_30s_18_jittered,beaconing,0,
UdpFloodDetector,1.0,beacon_60s_20,beaconing,0,
UdpFloodDetector,1.0,telemetry_agent_60s_20,beaconing,0,
UdpFloodDetector,1.0,healthcheck_poll_10s_40,beaconing,0,
UdpFloodDetector,1.0,human_browsing_burst,beaconing,0,
UdpFloodDetector,1.0,dns_tunnel_30q,dns,0,
UdpFloodDetector,1.0,dns_tunnel_120q,dns,0,
UdpFloodDetector,1.0,cdn_cache_keys_60q,dns,0,
UdpFloodDetector,1.0,reputation_lookups_80q,dns,0,
UdpFloodDetector,1.0,resolver_busy_300q,dns,0,
UdpFloodDetector,1.0,exfil_30mb,exfiltration,0,
UdpFloodDetector,1.0,exfil_120mb,exfiltration,0,
UdpFloodDetector,1.0,lateral_smb_15,exfiltration,0,
UdpFloodDetector,1.0,lateral_smb_40,exfiltration,0,
UdpFloodDetector,1.0,backup_upload_60mb,exfiltration,0,
UdpFloodDetector,1.0,video_call_25mb,exfiltration,0,
UdpFloodDetector,1.0,snmp_poll_18_hosts,exfiltration,0,
UdpFloodDetector,1.0,fileserver_clients_30,exfiltration,0,
UdpFloodDetector,1.0,backdoor_port_4444,baseline,0,
UdpFloodDetector,1.0,irc_client_6667,baseline,0,
UdpFloodDetector,1.0,ordinary_traffic,baseline,0,
UdpFloodDetector,5.0,scan_stealth_12ports,recon,0,
UdpFloodDetector,5.0,scan_moderate_25ports,recon,0,
UdpFloodDetector,5.0,scan_aggressive_60ports,recon,0,
UdpFloodDetector,5.0,scan_ack_25ports,recon,0,
UdpFloodDetector,5.0,lb_backend_probe_10ports,recon,0,
UdpFloodDetector,5.0,service_inventory_14ports,recon,0,
UdpFloodDetector,5.0,browser_session_4ports,recon,0,
UdpFloodDetector,5.0,syn_flood_moderate,flood,0,
UdpFloodDetector,5.0,syn_flood_heavy,flood,0,
UdpFloodDetector,5.0,udp_flood_moderate,flood,1,250
UdpFloodDetector,5.0,udp_flood_heavy,flood,1,900
UdpFloodDetector,5.0,icmp_flood_moderate,flood,0,
UdpFloodDetector,5.0,icmp_flood_heavy,flood,0,
UdpFloodDetector,5.0,busy_web_server_300,flood,0,
UdpFloodDetector,5.0,voip_stream_400,flood,0,200
UdpFloodDetector,5.0,availability_ping_90,flood,0,
UdpFloodDetector,5.0,traceroute_burst_30,flood,0,
UdpFloodDetector,5.0,ssh_brute_slow_8,credentials,0,
UdpFloodDetector,5.0,ssh_brute_fast_40,credentials,0,
UdpFloodDetector,5.0,http_brute_slow_12,credentials,0,
UdpFloodDetector,5.0,http_brute_fast_60,credentials,0,
UdpFloodDetector,5.0,config_mgmt_ssh_14,credentials,0,
UdpFloodDetector,5.0,ci_runner_ssh_6,credentials,0,
UdpFloodDetector,5.0,sso_portal_18,credentials,0,
UdpFloodDetector,5.0,arp_spoof_light_6,arp,0,
UdpFloodDetector,5.0,arp_spoof_heavy_30,arp,0,
UdpFloodDetector,5.0,arp_housekeeping_9,arp,0,
UdpFloodDetector,5.0,beacon_5s_30,beaconing,0,
UdpFloodDetector,5.0,beacon_30s_18_jittered,beaconing,0,
UdpFloodDetector,5.0,beacon_60s_20,beaconing,0,
UdpFloodDetector,5.0,telemetry_agent_60s_20,beaconing,0,
UdpFloodDetector,5.0,healthcheck_poll_10s_40,beaconing,0,
UdpFloodDetector,5.0,human_browsing_burst,beaconing,0,
UdpFloodDetector,5.0,dns_tunnel_30q,dns,0,
UdpFloodDetector,5.0,dns_tunnel_120q,dns,0,
UdpFloodDetector,5.0,cdn_cache_keys_60q,dns,0,
UdpFloodDetector,5.0,reputation_lookups_80q,dns,0,
UdpFloodDetector,5.0,resolver_busy_300q,dns,0,
UdpFloodDetector,5.0,exfil_30mb,exfiltration,0,
UdpFloodDetector,5.0,exfil_120mb,exfiltration,0,
UdpFloodDetector,5.0,lateral_smb_15,exfiltration,0,
UdpFloodDetector,5.0,lateral_smb_40,exfiltration,0,
UdpFloodDetector,5.0,backup_upload_60mb,exfiltration,0,
UdpFloodDetector,5.0,video_call_25mb,exfiltration,0,
UdpFloodDetector,5.0,snmp_poll_18_hosts,exfiltration,0,
UdpFloodDetector,5.0,fileserver_clients_30,exfiltration,0,
UdpFloodDetector,5.0,backdoor_port_4444,baseline,0,
UdpFloodDetector,5.0,irc_client_6667,baseline,0,
UdpFloodDetector,5.0,ordinary_traffic,baseline,0,
UdpFloodDetector,10.0,scan_stealth_12ports,recon,0,
UdpFloodDetector,10.0,scan_moderate_25ports,recon,0,
UdpFloodDetector,10.0,scan_aggressive_60ports,recon,0,
UdpFloodDetector,10.0,scan_ack_25ports,recon,0,
UdpFloodDetector,10.0,lb_backend_probe_10ports,recon,0,
UdpFloodDetector,10.0,service_inventory_14ports,recon,0,
UdpFloodDetector,10.0,browser_session_4ports,recon,0,
UdpFloodDetector,10.0,syn_flood_moderate,flood,0,
UdpFloodDetector,10.0,syn_flood_heavy,flood,0,
UdpFloodDetector,10.0,udp_flood_moderate,flood,1,250
UdpFloodDetector,10.0,udp_flood_heavy,flood,1,900
UdpFloodDetector,10.0,icmp_flood_moderate,flood,0,
UdpFloodDetector,10.0,icmp_flood_heavy,flood,0,
UdpFloodDetector,10.0,busy_web_server_300,flood,0,
UdpFloodDetector,10.0,voip_stream_400,flood,0,400
UdpFloodDetector,10.0,availability_ping_90,flood,0,
UdpFloodDetector,10.0,traceroute_burst_30,flood,0,
UdpFloodDetector,10.0,ssh_brute_slow_8,credentials,0,
UdpFloodDetector,10.0,ssh_brute_fast_40,credentials,0,
UdpFloodDetector,10.0,http_brute_slow_12,credentials,0,
UdpFloodDetector,10.0,http_brute_fast_60,credentials,0,
UdpFloodDetector,10.0,config_mgmt_ssh_14,credentials,0,
UdpFloodDetector,10.0,ci_runner_ssh_6,credentials,0,
UdpFloodDetector,10.0,sso_portal_18,credentials,0,
UdpFloodDetector,10.0,arp_spoof_light_6,arp,0,
UdpFloodDetector,10.0,arp_spoof_heavy_30,arp,0,
UdpFloodDetector,10.0,arp_housekeeping_9,arp,0,
UdpFloodDetector,10.0,beacon_5s_30,beaconing,0,
UdpFloodDetector,10.0,beacon_30s_18_jittered,beaconing,0,
UdpFloodDetector,10.0,beacon_60s_20,beaconing,0,
UdpFloodDetector,10.0,telemetry_agent_60s_20,beaconing,0,
UdpFloodDetector,10.0,healthcheck_poll_10s_40,beaconing,0,
UdpFloodDetector,10.0,human_browsing_burst,beaconing,0,
UdpFloodDetector,10.0,dns_tunnel_30q,dns,0,
UdpFloodDetector,10.0,dns_tunnel_120q,dns,0,
UdpFloodDetector,10.0,cdn_cache_keys_60q,dns,0,
UdpFloodDetector,10.0,reputation_lookups_80q,dns,0,
UdpFloodDetector,10.0,resolver_busy_300q,dns,0,
UdpFloodDetector,10.0,exfil_30mb,exfiltration,0,
UdpFloodDetector,10.0,exfil_120mb,exfiltration,0,
UdpFloodDetector,10.0,lateral_smb_15,exfiltration,0,
UdpFloodDetector,10.0,lateral_smb_40,exfiltration,0,
UdpFloodDetector,10.0,backup_upload_60mb,exfiltration,0,
UdpFloodDetector,10.0,video_call_25mb,exfiltration,0,
UdpFloodDetector,10.0,snmp_poll_18_hosts,exfiltration,0,
UdpFloodDetector,10.0,fileserver_clients_30,exfiltration,0,
